mode,alpha,k,theta,a_avg_mean,s_avg_mean,u,v,R,Psi,du,dv,D_uv_step,L_struct_uv
fixed,0.65,2.2,4.221515128261284,0.8413366987873278,-0.2905076008184173,1.2257313495461,-0.299120562672698,1.26170141169523,0.795945226136863,-0.04386787272735,0.086185324942743,0.096707292864133,6.83672735323438
fixed,0.65,2.2,4.319689898685965,0.8306431642478559,-0.22634792379422267,1.19020734843559,-0.230336802707191,1.21229063138814,0.734824287475729,-0.03552400111051,0.068783759965507,0.0774155041958134,6.9141428574302
fixed,0.65,2.2,4.417864669110647,0.8219549624253876,-0.17596031578106075,1.16281441019387,-0.177810846797695,1.17633075696993,0.69187702489672,-0.02739293824172,0.052525955909496,0.0592397595346318,6.97338261696483
fixed,0.65,2.2,4.516039439535327,0.8155484047891829,-0.13983683223866372,1.14337788999064,-0.140759150161585,1.15200960832523,0.663563068836825,-0.0194365202032301,0.03705169663611,0.0418402502528952,7.01522286721772
fixed,0.65,2.2,4.614214209960009,0.8116237307230373,-0.11814310683473898,1.13176870797826,-0.118697428931827,1.13797604895437,0.647494743996904,-0.01160918201238,0.022061721229758,0.0249297543232203,7.04015262154094
fixed,0.65,2.2,4.71238898038469,0.810302010037247,-0.11091170168791538,1.12790784285198,-0.111369878142656,1.13339284968828,0.642289675862261,-0.00386086512627992,0.00732755078917099,0.00828246823665536,7.0484350897776
fixed,0.65,2.2,4.81056375080937,0.8116237307230373,-0.11814310683473898,1.13176870797826,-0.118697428931827,1.13797604895437,0.647494743996904,0.00386086512627992,-0.00732755078917099,0.00828246823665536,7.05671755801425
fixed,0.65,2.2,4.908738521234052,0.8155484047891829,-0.13983683223866356,1.14337788999064,-0.140759150161584,1.15200960832523,0.663563068836825,0.01160918201238,-0.022061721229757,0.0249297543232194,7.08164731233747
fixed,0.65,2.2,5.006913291658733,0.8219549624253876,-0.17596031578106056,1.16281441019387,-0.177810846797695,1.17633075696993,0.69187702489672,0.0194365202032301,-0.037051696636111,0.0418402502528961,7.12348756259037
fixed,0.65,2.2,5.105088062083414,0.8306431642478559,-0.22634792379422253,1.19020734843559,-0.230336802707191,1.21229063138814,0.734824287475729,0.02739293824172,-0.052525955909496,0.0592397595346318,7.182727322125
fixed,0.65,2.2,5.203262832508095,0.8413366987873278,-0.29050760081841714,1.2257313495461,-0.299120562672698,1.26170141169523,0.795945226136863,0.03552400111051,-0.068783759965507,0.0774155041958134,7.26014282632081
fixed,0.65,2.2,5.301437602932776,0.8536889933656434,-0.3673064362870029,1.26959922227345,-0.385305887615441,1.32677911207121,0.88017140611424,0.04386787272735,-0.086185324942743,0.096707292864133,7.35685011918495
fixed,0.65,2.2,5.399612373357457,0.8672929695848638,-0.454534116125199,1.32205056574967,-0.490400335464833,1.41007453257728,0.994155093711521,0.0524513434762199,-0.105094447849392,0.11745631699159,7.47430643617654
fixed,0.65,2.2,5.497787143782138,0.8816959053209114,-0.548444038408757,1.38333517171894,-0.616153274209731,1.51435169449968,1.14663052731702,0.06128460596927,-0.125752938744898,0.139891402637141,7.61419783881368
fixed,0.65,2.2,5.595961914206819,0.8964200934688616,-0.6435426878986297,1.45368993397278,-0.764197437753998,1.64231913707524,1.34860607400178,0.0703547622538401,-0.148044163544267,0.163911155603626,7.7781089944173
fixed,0.65,2.2,5.6941366846315,0.9109890228164551,-0.7330256832793589,1.53330824937363,-0.935235824008197,1.79602345032171,1.61285011705275,0.0796183154008501,-0.171038386254199,0.188661616975234,7.96677061139254
fixed,0.65,2.2,5.792311455056181,0.924957389248286,-0.8102070624472241,1.62230150773065,-1.1276314206593,1.97570615295981,1.95170740142162,0.0889932583570199,-0.192395596651103,0.211980814329347,8.17875142572189
fixed,0.65,2.2,5.890486225480862,0.9379416481108714,-0.8707832134276473,1.72065329036462,-1.3363104714671,2.17861731880457,2.37318671089761,0.0983517826339699,-0.2086790508078,0.23069464535035,8.40944607107224
fixed,0.65,2.2,5.988660995905543,0.9496465708175855,-0.9144189155443092,1.82816833282542,-1.55385256723298,2.39930349348352,2.8783286269211,0.1075150424608,-0.21754209576588,0.242660354787425,8.65210642585966
fixed,0.65,2.2,6.086835766330224,0.9598830166850808,-0.9439657071016686,1.94442014818211,-1.77326073399465,2.63158190892546,3.46261167169189,0.11625181535669,-0.21940816676167,0.248303097474524,8.90040952333419
fixed,0.65,2.2,6.1850105367549055,0.9685733125368451,-0.9632871836153493,2.06870345069367,-1.98962478375755,2.87021614988387,4.11907037352709,0.12428330251156,-0.2163640497629,0.249519019942334,9.14992854327652
xw,0.65,2.2,0.0,0.9757431300314519,-0.9757431300314519,2.20000000000001,-2.20000000000001,3.11126983722082,4.84000000000003,0,0,0,0
xw,0.65,2.2,0.09817477042468103,0.9719983977205008,-0.9695409784158144,2.12727049492075,-2.08458678154195,2.97838577224976,4.43539090416991,-0.07272950507926,0.11541321845806,0.136417711107913,0.136417711107913
xw,0.65,2.2,0.19634954084936207,0.9677730980819773,-0.9614008200407717,2.05592810411864,-1.96409158469105,2.84332483588476,4.04224806117955,-0.0713423908021098,0.1204951968509,0.140031529269297,0.27644924037721
xw,0.65,2.2,0.2945243112740431,0.9630890228759398,-0.9508008333376328,1.98688277691244,-1.84005928270757,2.70804751307461,3.66676066653478,-0.0690453272062002,0.12403230198348,0.14195516596564,0.41840440634285
xw,0.65,2.2,0.39269908169872414,0.9579943439032973,-0.9371940527775461,1.92093582809478,-1.71447303526502,2.57476450268933,3.31470612215453,-0.0659469488176601,0.12558624744255,0.141848178011071,0.560252584353921
xw,0.65,2.2,0.4908738521234052,0.9525647362810434,-0.9201126826480124,1.85876656216731,-1.58976102176019,2.44588496028314,2.99117661946963,-0.06216926592747,0.12471201350483,0.139348856968363,0.699601441322285
xw,0.65,2.2,0.5890486225480862,0.9469022285765251,-0.899329772278025,1.80092991486132,-1.4687031243439,2.32388412484356,2.70021871284997,-0.0578366473059899,0.12105789741629,0.134164422625562,0.833765863947847
xw,0.65,2.2,0.6872233929727672,0.9411317982276014,-0.8750383277690172,1.74786270312889,-1.35418865577021,2.21107461303452,2.44442547220288,-0.05306721173243,0.11451446857369,0.126212885529843,0.95997874947769
xw,0.65,2.2,0.7853981633974483,0.935396037782664,-0.8479613096194997,1.69989575583453,-1.24885164259822,2.10933070093917,2.22463800296226,-0.04796694729436,0.10533701317199,0.115744176426877,1.07572292590457
xw,0.65,2.2,0.8835729338221293,0.9298484433123965,-0.8193118900608418,1.65726937744481,-1.15472061538346,2.01988155321243,2.03996074450392,-0.0426263783897201,0.09413102721476,0.103332755789873,1.17905568169444
